time,open,high,low,close,volume
1779522933,0.0,0.0,0.0,0,0.5
1779579124,0.0,0.0,0.0,0,0.5
1779579534,0.0,0.0,0.0,0,0.5
1779586441,0.0,0.0,0.0,0,0.5
1779601650,0.0,0.0,0.0,0,0.5
1779610368,0.0,0.0,0.0,0,0.5
1779617302,0.0,0.0,0.0,0,0.5
1779622916,0.0,0.0,0.0,0,0.5
1779626786,0.0,0.0,0.0,0,0.5
1779631996,0.0,0.0,0.0,0,0.5
1779636118,0.0,0.0,0.0,0,0.5
1779640377,0.0,0.0,0.0,0,0.5
1779644395,0.0,0.0,0.0,0,0.5
1779648414,0.0,0.0,0.0,0,0.5
1779652360,0.0,0.0,0.0,0,0.5
1779655331,0.0,0.0,0.0,0,0.5
1779658716,0.0,0.0,0.0,0,0.5
1779662400,0.0,0.0,0.0,0,0.5
1779666162,0.0,0.0,0.0,0,0.5
1779673121,0.0,0.0,0.0,0,0.5
1779689440,0.0,0.0,0.0,0,0.5
1779706049,0.0,0.0,0.0,0,0.5
1779717340,0.0,0.0,0.0,0,0.5
1779725706,0.0,0.0,0.0,0,0.5
1779731828,0.0,0.0,0.0,0,0.5
1779736334,0.0,0.0,0.0,0,0.5
1779741802,0.0,0.0,0.0,0,0.5
1779745877,0.0,0.0,0.0,0,0.5
1779749376,0.0,0.0,0.0,0,0.5
1779753330,0.0,0.0,0.0,0,0.5
1779760254,0.0,0.0,0.0,0,0.5
1779775010,0.0,0.0,0.0,0,0.5
1779786142,0.0,0.0,0.0,0,0.5
1779812181,0.0,0.0,0.0,0,0.5
1779820741,0.0,0.0,0.0,0,0.5
1779827740,0.0,0.0,0.0,0,0.5
1779833527,0.0,0.0,0.0,0,0.5
1779837815,0.0,0.0,0.0,0,0.5
1779845597,0.0,0.0,0.0,0,0.5
1779861774,0.0,0.0,0.0,0,0.5
1779877181,0.0,0.0,0.0,0,0.5
1779890230,0.0,0.0,0.0,0,0.5
1779901099,0.0,0.0,0.0,0,0.5
1779909506,0.0,0.0,0.0,0,0.5
1779916739,0.0,0.0,0.0,0,0.5
1779922577,0.0,0.0,0.0,0,0.5
1779926093,0.0,0.0,0.0,0,0.5
1779931842,0.0,0.0,0.0,0,0.5
1779947264,0.0,0.0,0.0,0,0.5
1779961200,0.0,0.0,0.0,0,0.5
1779972935,0.0,0.0,0.0,0,0.5
1779986862,0.0,0.0,0.0,0,0.5
1779996746,0.0,0.0,0.0,0,0.5
1780004170,0.0,0.0,0.0,0,0.5
1780009360,0.0,0.0,0.0,0,0.5
1780014035,0.0,0.0,0.0,0,0.5
1780030320,0.0,0.0,0.0,0,0.5
1780043843,0.0,0.0,0.0,0,0.5
1780055748,0.0,0.0,0.0,0,0.5
1780065170,0.0,0.0,0.0,0,0.5
1780077442,0.0,0.0,0.0,0,0.5
1780085064,0.0,0.0,0.0,0,0.5
1780092308,0.0,0.0,0.0,0,0.5
1780098148,0.0,0.0,0.0,0,0.5
1780104708,0.0,0.0,0.0,0,0.5
1780117927,0.0,0.0,0.0,0,0.5
1780127511,0.0,0.0,0.0,0,0.5
1780134546,0.0,0.0,0.0,0,0.5
1780139437,0.0,0.0,0.0,0,0.5
1780143362,0.0,0.0,0.0,0,0.5
1780149963,0.0,0.0,0.0,0,0.5
1780154646,0.0,0.0,0.0,0,0.5
1780158838,0.0,0.0,0.0,0,0.5
1780163070,0.0,0.0,0.0,0,0.5
1780166885,0.0,0.0,0.0,0,0.5
1780171324,0.0,0.0,0.0,0,0.5
1780174721,0.0,0.0,0.0,0,0.5
1780178041,0.0,0.0,0.0,0,0.5
1780181130,0.0,0.0,0.0,0,0.5
1780184638,0.0,0.0,0.0,0,0.5
1780192382,0.0,0.0,0.0,0,0.5
1780207654,0.0,0.0,0.0,0,0.5
1780219435,0.0,0.0,0.0,0,0.5
1780226061,0.0,0.0,0.0,0,0.5
1780230109,0.0,0.0,0.0,0,0.5
1780237051,0.0,0.0,0.0,0,0.5
1780242361,0.0,0.0,0.0,0,0.5
1780246064,0.0,0.0,0.0,0,0.5
1780249947,0.0,0.0,0.0,0,0.5
1780253959,0.0,0.0,0.0,0,0.5
1780257802,0.0,0.0,0.0,0,0.5
1780262166,0.0,0.0,0.0,0,0.5
1780265728,0.0,0.0,0.0,0,0.5
1780269548,0.0,0.0,0.0,0,0.5
1780277923,0.0,0.0,0.0,0,0.5
1780295648,0.0,0.0,0.0,0,0.5
1780316581,0.0,0.0,0.0,0,0.5
1780338144,0.0,0.0,0.0,0,0.5
1780350497,0.0,0.0,0.0,0,0.5
1780356098,0.0,0.0,0.0,0,0.5
1780364640,0.0,0.0,0.0,0,0.5
1780381328,0.0,0.0,0.0,0,0.5
1780398109,0.0,0.0,0.0,0,0.5
1780412079,0.0,0.0,0.0,0,0.5
1780425005,0.0,0.0,0.0,0,0.5
1780435879,0.0,0.0,0.0,0,0.5
1780442220,0.0,0.0,0.0,0,0.5
1780451338,0.0,0.0,0.0,0,0.5
1780468975,0.0,0.0,0.0,0,0.5
1780486370,0.0,0.0,0.0,0,0.5
1780502803,0.0,0.0,0.0,0,0.5
1780516728,0.0,0.0,0.0,0,0.5
1780525551,0.0,0.0,0.0,0,0.5
1780531873,0.0,0.0,0.0,0,0.5
1780549453,0.0,0.0,0.0,0,0.5
1780563645,0.0,0.0,0.0,0,0.5
1780573886,0.0,0.0,0.0,0,0.5
1780583174,0.0,0.0,0.0,0,0.5
1780594245,0.0,0.0,0.0,0,0.5
1780601857,0.0,0.0,0.0,0,0.5
1780607921,0.0,0.0,0.0,0,0.5
1780613525,0.0,0.0,0.0,0,0.5
1780617568,0.0,0.0,0.0,0,0.5
1780627421,0.0,0.0,0.0,0,0.5
1780642411,0.0,0.0,0.0,0,0.5
1780656032,0.0,0.0,0.0,0,0.5
1780666947,0.0,0.0,0.0,0,0.5
1780676300,0.0,0.0,0.0,0,0.5
1780683610,0.0,0.0,0.0,0,0.5
1780690900,0.0,0.0,0.0,0,0.5
1780696395,0.0,0.0,0.0,0,0.5
1780700113,0.0,0.0,0.0,0,0.5
1780703871,0.0,0.0,0.0,0,0.5
1780711087,0.0,0.0,0.0,0,0.5
1780724851,0.0,0.0,0.0,0,0.5
1780734028,0.0,0.0,0.0,0,0.5
1780741754,0.0,0.0,0.0,0,0.5
1780746770,0.0,0.0,0.0,0,0.5
1780750910,0.0,0.0,0.0,0,0.5
1780756988,0.0,0.0,0.0,0,0.5
1780761429,0.0,0.0,0.0,0,0.5
1780765002,0.0,0.0,0.0,0,0.5
1780768804,0.0,0.0,0.0,0,0.5
1780773209,0.0,0.0,0.0,0,0.5
1780777355,0.0,0.0,0.0,0,0.5
1780781714,0.0,0.0,0.0,0,0.5
1780785818,0.0,0.0,0.0,0,0.5
1780789428,0.0,0.0,0.0,0,0.5
1780797343,0.0,0.0,0.0,0,0.5
1780812725,0.0,0.0,0.0,0,0.5
1780824883,0.0,0.0,0.0,0,0.5
1780831557,0.0,0.0,0.0,0,0.5
1780836999,0.0,0.0,0.0,0,0.5
1780843576,0.0,0.0,0.0,0,0.5
1780847997,0.0,0.0,0.0,0,0.5
1780852247,0.0,0.0,0.0,0,0.5
1780856364,0.0,0.0,0.0,0,0.5
1780862029,0.0,0.0,0.0,0,0.5
1780865917,0.0,0.0,0.0,0,0.5
1780869595,0.0,0.0,0.0,0,0.5
1780873241,0.0,0.0,0.0,0,0.5
1780877111,0.0,0.0,0.0,0,0.5
1780894862,0.0,0.0,0.0,0,0.5
1780910590,0.0,0.0,0.0,0,0.5
1780926633,0.0,0.0,0.0,0,0.5
1780938123,0.0,0.0,0.0,0,0.5
1780946613,0.0,0.0,0.0,0,0.5
1780953681,0.0,0.0,0.0,0,0.5
1780959298,0.0,0.0,0.0,0,0.5
1780963057,0.0,0.0,0.0,0,0.5
1780969923,0.0,0.0,0.0,0,0.5
1780984671,0.0,0.0,0.0,0,0.5
1780995478,0.0,0.0,0.0,0,0.5
1781006044,0.0,0.0,0.0,0,0.5
1781014438,0.0,0.0,0.0,0,0.5
1781023658,0.0,0.0,0.0,0,0.5
1781032022,0.0,0.0,0.0,0,0.5
1781039325,0.0,0.0,0.0,0,0.5
1781045281,0.0,0.0,0.0,0,0.5
1781049877,0.0,0.0,0.0,0,0.5
1781066729,0.0,0.0,0.0,0,0.5
